7.241161912679672241e-02 7.184491306543350220e-02 7.130455970764160156e-02 7.079058140516281128e-02 7.030295580625534058e-02 6.984169036149978638e-02 6.940679252147674561e-02 6.899824738502502441e-02 6.861605495214462280e-02 6.826022267341613770e-02 6.793075799942016602e-02 6.762766093015670776e-02 6.735091656446456909e-02 6.710053235292434692e-02 6.687650084495544434e-02 6.667883694171905518e-02 6.650753319263458252e-02 6.636258959770202637e-02 6.624400615692138672e-02 6.615178287029266357e-02 6.608591228723526001e-02 6.604640185832977295e-02 6.603325903415679932e-02 6.604647636413574219e-02 6.608605384826660156e-02 6.615199148654937744e-02 6.624428182840347290e-02 6.636293232440948486e-02 6.650795042514801025e-02 6.667932868003845215e-02 6.687706708908081055e-02 6.710115820169448853e-02 6.735160946846008301e-02 6.762842833995819092e-02 6.793159246444702148e-02 6.826113164424896240e-02 6.861703097820281982e-02 6.899928301572799683e-02 6.940790265798568726e-02 6.984286755323410034e-02 7.030420750379562378e-02 7.079190015792846680e-02 7.130596041679382324e-02 7.184637337923049927e-02 7.241314649581909180e-02 7.300627976655960083e-02 7.362577319145202637e-02 7.427161931991577148e-02 7.494384050369262695e-02 7.564241439104080200e-02 7.636734843254089355e-02 7.711864262819290161e-02 7.789630442857742310e-02 7.870031148195266724e-02 7.953069359064102173e-02 8.038742840290069580e-02 8.127051591873168945e-02 8.217997103929519653e-02 8.311578631401062012e-02 8.407796174287796021e-02 8.506649732589721680e-02 8.608138561248779297e-02 8.712264895439147949e-02 8.819025754928588867e-02 8.928423374891281128e-02 9.040457010269165039e-02 9.155125916004180908e-02 9.272432327270507812e-02 9.392373263835906982e-02 9.514950215816497803e-02 9.640163183212280273e-02 9.768013656139373779e-02 9.898498654365539551e-02 1.003162041306495667e-01 1.016737744212150574e-01 1.030577048659324646e-01 1.044680029153823853e-01 1.059046611189842224e-01 1.073676645755767822e-01 1.088570505380630493e-01 1.103727817535400391e-01 1.119148731231689453e-01 1.134833320975303650e-01 1.150781437754631042e-01 1.166993156075477600e-01 1.183468550443649292e-01 1.200207471847534180e-01 1.217209994792938232e-01 1.234476268291473389e-01 1.252005994319915771e-01 1.269799172878265381e-01 1.287856251001358032e-01 1.306176781654357910e-01 1.324760913848876953e-01 1.343608498573303223e-01 1.362719982862472534e-01 1.382094919681549072e-01 1.401733458042144775e-01 1.421635597944259644e-01 1.441801190376281738e-01
6.382101029157638550e-02 6.327583640813827515e-02 6.275701522827148438e-02 6.226455792784690857e-02 6.179846078157424927e-02 6.135872378945350647e-02 6.094534695148468018e-02 6.055832654237747192e-02 6.019767001271247864e-02 5.986337363719940186e-02 5.955543741583824158e-02 5.927385389804840088e-02 5.901863425970077515e-02 5.878977477550506592e-02 5.858727917075157166e-02 5.841113999485969543e-02 5.826136097311973572e-02 5.813794210553169250e-02 5.804088339209556580e-02 5.797018483281135559e-02 5.792585015296936035e-02 5.790787190198898315e-02 5.791625380516052246e-02 5.795099586248397827e-02 5.801209062337875366e-02 5.809955298900604248e-02 5.821337550878524780e-02 5.835355818271636963e-02 5.852010101079940796e-02 5.871300026774406433e-02 5.893226340413093567e-02 5.917788669466972351e-02 5.944986641407012939e-02 5.974821001291275024e-02 6.007291376590728760e-02 6.042397022247314453e-02 6.080139055848121643e-02 6.120517104864120483e-02 6.163531541824340820e-02 6.209181621670722961e-02 6.257467716932296753e-02 6.308390200138092041e-02 6.361947953701019287e-02 6.418142467737197876e-02 6.476972252130508423e-02 6.538438796997070312e-02 6.602540612220764160e-02 6.669278442859649658e-02 6.738652288913726807e-02 6.810662895441055298e-02 6.885308772325515747e-02 6.962591409683227539e-02 7.042509317398071289e-02 7.125063240528106689e-02 7.210253924131393433e-02 7.298079878091812134e-02 7.388542592525482178e-02 7.481640577316284180e-02 7.577373832464218140e-02 7.675744593143463135e-02 7.776750624179840088e-02 7.880392670631408691e-02 7.986670732498168945e-02 8.095584809780120850e-02 8.207134157419204712e-02 8.321321010589599609e-02 8.438143134117126465e-02 8.557601273059844971e-02 8.679695427417755127e-02 8.804425597190856934e-02 8.931791782379150391e-02 9.061793982982635498e-02 9.194432199001312256e-02 9.329706430435180664e-02 9.467615187168121338e-02 9.608161449432373047e-02 9.751344472169876099e-02 9.897162020206451416e-02 1.004561632871627808e-01 1.019670665264129639e-01 1.035043299198150635e-01 1.050679385662078857e-01 1.066579371690750122e-01 1.082742661237716675e-01 1.099169701337814331e-01 1.115860342979431152e-01 1.132814511656761169e-01 1.150032281875610352e-01 1.167513877153396606e-01 1.185258775949478149e-01 1.203267276287078857e-01 1.221539601683616638e-01 1.240075379610061646e-01 1.258874833583831787e-01 1.277937740087509155e-01 1.297264397144317627e-01 1.316854655742645264e-01 1.336708366870880127e-01 1.356825828552246094e-01 1.377206742763519287e-01
5.578130483627319336e-02 5.525765568017959595e-02 5.476036295294761658e-02 5.428943410515785217e-02 5.384486168622970581e-02 5.342664569616317749e-02 5.303479358553886414e-02 5.266930162906646729e-02 5.233017355203628540e-02 5.201740190386772156e-02 5.173099040985107422e-02 5.147093906998634338e-02 5.123724788427352905e-02 5.102992057800292969e-02 5.084894597530364990e-02 5.069433525204658508e-02 5.056608468294143677e-02 5.046418681740760803e-02 5.038865655660629272e-02 5.033948272466659546e-02 5.031667277216911316e-02 5.032022297382354736e-02 5.035013332962989807e-02 5.040640011429786682e-02 5.048902705311775208e-02 5.059801787137985229e-02 5.073336884379386902e-02 5.089507624506950378e-02 5.108314380049705505e-02 5.129756778478622437e-02 5.153835564851760864e-02 5.180550366640090942e-02 5.209901183843612671e-02 5.241888388991355896e-02 5.276511237025260925e-02 5.313770100474357605e-02 5.353664979338645935e-02 5.396195501089096069e-02 5.441362410783767700e-02 5.489165708422660828e-02 5.539604276418685913e-02 5.592679232358932495e-02 5.648389458656311035e-02 5.706736445426940918e-02 5.767719447612762451e-02 5.831338092684745789e-02 5.897593125700950623e-02 5.966483801603317261e-02 6.038010865449905396e-02 6.112173572182655334e-02 6.188972294330596924e-02 6.268407404422760010e-02 6.350477784872055054e-02 6.435184180736541748e-02 6.522527337074279785e-02 6.612505763769149780e-02 6.705120950937271118e-02 6.800372153520584106e-02 6.898258626461029053e-02 6.998781859874725342e-02 7.101941108703613281e-02 7.207734882831573486e-02 7.316166162490844727e-02 7.427233457565307617e-02 7.540936022996902466e-02 7.657274603843688965e-02 7.776248455047607422e-02 7.897859811782836914e-02 8.022107183933258057e-02 8.148989081382751465e-02 8.278508484363555908e-02 8.410663157701492310e-02 8.545453846454620361e-02 8.682881295680999756e-02 8.822943270206451416e-02 8.965642005205154419e-02 9.110977500677108765e-02 9.258948266506195068e-02 9.409554302692413330e-02 9.562797844409942627e-02 9.718675911426544189e-02 9.877189993858337402e-02 1.003834232687950134e-01 1.020212844014167786e-01 1.036855131387710571e-01 1.053761094808578491e-01 1.070930510759353638e-01 1.088363602757453918e-01 1.106060370802879333e-01 1.124020591378211975e-01 1.142244338989257812e-01 1.160731911659240723e-01 1.179483011364936829e-01 1.198497638106346130e-01 1.217775866389274597e-01 1.237317770719528198e-01 1.257123351097106934e-01 1.277192384004592896e-01 1.297525167465209961e-01 1.318121254444122314e-01
4.829250648617744446e-02 4.779038205742835999e-02 4.731461778283119202e-02 4.686521366238594055e-02 4.644216969609260559e-02 4.604548588395118713e-02 4.567515850067138672e-02 4.533119872212409973e-02 4.501358792185783386e-02 4.472234100103378296e-02 4.445746168494224548e-02 4.421893507242202759e-02 4.400677233934402466e-02 4.382096603512763977e-02 4.366151988506317139e-02 4.352843761444091797e-02 4.342171177268028259e-02 4.334134981036186218e-02 4.328734427690505981e-02 4.325969889760017395e-02 4.325840994715690613e-02 4.328348487615585327e-02 4.333492368459701538e-02 4.341271519660949707e-02 4.351687431335449219e-02 4.364738613367080688e-02 4.380426555871963501e-02 4.398749768733978271e-02 4.419709742069244385e-02 4.443304985761642456e-02 4.469536989927291870e-02 4.498404264450073242e-02 4.529907554388046265e-02 4.564046859741210938e-02 4.600822180509567261e-02 4.640234261751174927e-02 4.682281613349914551e-02 4.726964607834815979e-02 4.774284735321998596e-02 4.824239760637283325e-02 4.876831546425819397e-02 4.932059347629547119e-02 4.989922791719436646e-02 5.050422251224517822e-02 5.113557726144790649e-02 5.179329216480255127e-02 5.247736722230911255e-02 5.318779870867729187e-02 5.392459407448768616e-02 5.468774959444999695e-02 5.547726154327392578e-02 5.629314109683036804e-02 5.713537707924842834e-02 5.800396949052810669e-02 5.889892578125000000e-02 5.982023477554321289e-02 6.076791137456893921e-02 6.174195185303688049e-02 6.274234503507614136e-02 6.376910209655761719e-02 6.482221186161041260e-02 6.590168923139572144e-02 6.700752675533294678e-02 6.813972443342208862e-02 6.929826736450195312e-02 7.048319280147552490e-02 7.169446349143981934e-02 7.293209433555603027e-02 7.419610023498535156e-02 7.548645138740539551e-02 7.680316269397735596e-02 7.814623415470123291e-02 7.951568067073822021e-02 8.091147243976593018e-02 8.233362436294555664e-02 8.378213644027709961e-02 8.525701612234115601e-02 8.675824850797653198e-02 8.828583359718322754e-02 8.983980119228363037e-02 9.142011404037475586e-02 9.302677959203720093e-02 9.465982764959335327e-02 9.631921350955963135e-02 9.800496697425842285e-02 9.971708059310913086e-02 1.014555543661117554e-01 1.032203957438468933e-01 1.050115972757339478e-01 1.068291515111923218e-01 1.086730509996414185e-01 1.105433404445648193e-01 1.124399751424789429e-01 1.143629625439643860e-01 1.163123100996017456e-01 1.182880252599716187e-01 1.202901005744934082e-01 1.223185285925865173e-01 1.243733316659927368e-01 1.264544874429702759e-01
4.135460406541824341e-02 4.087400063872337341e-02 4.041976481676101685e-02 3.999188914895057678e-02 3.959036991000175476e-02 3.921521082520484924e-02 3.886641561985015869e-02 3.854398056864738464e-02 3.824789822101593018e-02 3.797818347811698914e-02 3.773482516407966614e-02 3.751782700419425964e-02 3.732718899846076965e-02 3.716290742158889771e-02 3.702498972415924072e-02 3.691343218088150024e-02 3.682823479175567627e-02 3.676939755678176880e-02 3.673691675066947937e-02 3.673080354928970337e-02 3.675104677677154541e-02 3.679765015840530396e-02 3.687060996890068054e-02 3.696992993354797363e-02 3.709561005234718323e-02 3.724765405058860779e-02 3.742605820298194885e-02 3.763081878423690796e-02 3.786193951964378357e-02 3.811942040920257568e-02 3.840326517820358276e-02 3.871346637606620789e-02 3.905003145337104797e-02 3.941294923424720764e-02 3.980223089456558228e-02 4.021787270903587341e-02 4.065987467765808105e-02 4.112824052572250366e-02 4.162295907735824585e-02 4.214404150843620300e-02 4.269148409366607666e-02 4.326528683304786682e-02 4.386544972658157349e-02 4.449196904897689819e-02 4.514485225081443787e-02 4.582409188151359558e-02 4.652969539165496826e-02 4.726165533065795898e-02 4.801997542381286621e-02 4.880465939640998840e-02 4.961570352315902710e-02 5.045310407876968384e-02 5.131686478853225708e-02 5.220698565244674683e-02 5.312346667051315308e-02 5.406630784273147583e-02 5.503551661968231201e-02 5.603107064962387085e-02 5.705299228429794312e-02 5.810127407312393188e-02 5.917591974139213562e-02 6.027691811323165894e-02 6.140428781509399414e-02 6.255801022052764893e-02 6.373807787895202637e-02 6.494452804327011108e-02 6.617732346057891846e-02 6.743648648262023926e-02 6.872200965881347656e-02 7.003389298915863037e-02 7.137213647365570068e-02 7.273673266172409058e-02 7.412770390510559082e-02 7.554502040147781372e-02 7.698869705200195312e-02 7.845874130725860596e-02 7.995514571666717529e-02 8.147791028022766113e-02 8.302702009677886963e-02 8.460251241922378540e-02 8.620434999465942383e-02 8.783254027366638184e-02 8.948712050914764404e-02 9.116803109645843506e-02 9.287530928850173950e-02 9.460896253585815430e-02 9.636895358562469482e-02 9.815531969070434570e-02 9.996804594993591309e-02 1.018071249127388000e-01 1.036725565791130066e-01 1.055643707513809204e-01 1.074825376272201538e-01 1.094270423054695129e-01 1.113979220390319824e-01 1.133951693773269653e-01 1.154187768697738647e-01 1.174687296152114868e-01 1.195450648665428162e-01 1.216477379202842712e-01
3.496760502457618713e-02 3.450853377580642700e-02 3.407582268118858337e-02 3.366947174072265625e-02 3.328948095440864563e-02 3.293585032224655151e-02 3.260857984423637390e-02 3.230766579508781433e-02 3.203311562538146973e-02 3.178492560982704163e-02 3.156309574842453003e-02 3.136762231588363647e-02 3.119851276278495789e-02 3.105576150119304657e-02 3.093937225639820099e-02 3.084934130311012268e-02 3.078567050397396088e-02 3.074835985898971558e-02 3.073740750551223755e-02 3.075281530618667603e-02 3.079458512365818024e-02 3.086271323263645172e-02 3.095720335841178894e-02 3.107805177569389343e-02 3.122526220977306366e-02 3.139882907271385193e-02 3.159875795245170593e-02 3.182504698634147644e-02 3.207769617438316345e-02 3.235670551657676697e-02 3.266207501292228699e-02 3.299380093812942505e-02 3.335189074277877808e-02 3.373634070158004761e-02 3.414714708924293518e-02 3.458431735634803772e-02 3.504784777760505676e-02 3.553773462772369385e-02 3.605398535728454590e-02 3.659659251570701599e-02 3.716555982828140259e-02 3.776089102029800415e-02 3.838257864117622375e-02 3.903062641620635986e-02 3.970503434538841248e-02 4.040580242872238159e-02 4.113293439149856567e-02 4.188641905784606934e-02 4.266627132892608643e-02 4.347247630357742310e-02 4.430504515767097473e-02 4.516397416591644287e-02 4.604926705360412598e-02 4.696091264486312866e-02 4.789892211556434631e-02 4.886328801512718201e-02 4.985401779413223267e-02 5.087110772728919983e-02 5.191455408930778503e-02 5.298436433076858521e-02 5.408053845167160034e-02 5.520305782556533813e-02 5.635195225477218628e-02 5.752719938755035400e-02 5.872880294919013977e-02 5.995677784085273743e-02 6.121110171079635620e-02 6.249178946018218994e-02 6.379883736371994019e-02 6.513224542140960693e-02 6.649201363325119019e-02 6.787814199924468994e-02 6.929063796997070312e-02 7.072947919368743896e-02 7.219468802213668823e-02 7.368625700473785400e-02 7.520419359207153320e-02 7.674847543239593506e-02 7.831911742687225342e-02 7.991613447666168213e-02 8.153949677944183350e-02 8.318921923637390137e-02 8.486532419919967651e-02 8.656775951385498047e-02 8.829656988382339478e-02 9.005174785852432251e-02 9.183327108621597290e-02 9.364115446805953979e-02 9.547541290521621704e-02 9.733601659536361694e-02 9.922298043966293335e-02 1.011363118886947632e-01 1.030759960412979126e-01 1.050420403480529785e-01 1.070344448089599609e-01 1.090532243251800537e-01 1.110983490943908691e-01 1.131698340177536011e-01 1.152676865458488464e-01 1.173918917775154114e-01
2.913150936365127563e-02 2.869396656751632690e-02 2.828278392553329468e-02 2.789795957505702972e-02 2.753949537873268127e-02 2.720738947391510010e-02 2.690164558589458466e-02 2.662226185202598572e-02 2.636923827230930328e-02 2.614257298409938812e-02 2.594226785004138947e-02 2.576832473278045654e-02 2.562073990702629089e-02 2.549951709806919098e-02 2.540465258061885834e-02 2.533615007996559143e-02 2.529400214552879333e-02 2.527821995317935944e-02 2.528879418969154358e-02 2.532573044300079346e-02 2.538902685046195984e-02 2.547868341207504272e-02 2.559469826519489288e-02 2.573707327246665955e-02 2.590580843389034271e-02 2.610090374946594238e-02 2.632236108183860779e-02 2.657017670571804047e-02 2.684435248374938965e-02 2.714488655328750610e-02 2.747178263962268829e-02 2.782503888010978699e-02 2.820465341210365295e-02 2.861062996089458466e-02 2.904296480119228363e-02 2.950165979564189911e-02 2.998671494424343109e-02 3.049813210964202881e-02 3.103590942919254303e-02 3.160004317760467529e-02 3.219053894281387329e-02 3.280739486217498779e-02 3.345061093568801880e-02 3.412018716335296631e-02 3.481612354516983032e-02 3.553841263055801392e-02 3.628706932067871094e-02 3.706208616495132446e-02 3.786346316337585449e-02 3.869120031595230103e-02 3.954529017210006714e-02 4.042574763298034668e-02 4.133256524801254272e-02 4.226573556661605835e-02 4.322527348995208740e-02 4.421116784214973450e-02 4.522342607378959656e-02 4.626204073429107666e-02 4.732701927423477173e-02 4.841835051774978638e-02 4.953604936599731445e-02 5.068010091781616211e-02 5.185052007436752319e-02 5.304729565978050232e-02 5.427042394876480103e-02 5.551992356777191162e-02 5.679577589035034180e-02 5.809799581766128540e-02 5.942656844854354858e-02 6.078150123357772827e-02 6.216279789805412292e-02 6.357045471668243408e-02 6.500447541475296021e-02 6.646484881639480591e-02 6.795157492160797119e-02 6.946466863155364990e-02 7.100412994623184204e-02 7.256994396448135376e-02 7.416211068630218506e-02 7.578065991401672363e-02 7.742555439472198486e-02 7.909680157899856567e-02 8.079442381858825684e-02 8.251839876174926758e-02 8.426873385906219482e-02 8.604542911052703857e-02 8.784848451614379883e-02 8.967790007591247559e-02 9.153368324041366577e-02 9.341581165790557861e-02 9.532429277896881104e-02 9.725916385650634766e-02 9.922038018703460693e-02 1.012079492211341858e-01 1.032218709588050842e-01 1.052621677517890930e-01 1.073288321495056152e-01 1.094218343496322632e-01 1.115412190556526184e-01 1.136869490146636963e-01
2.384631521999835968e-02 2.343029715120792389e-02 2.304064109921455383e-02 2.267734333872795105e-02 2.234040573239326477e-02 2.202982828021049500e-02 2.174561098217964172e-02 2.148775383830070496e-02 2.125625498592853546e-02 2.105111815035343170e-02 2.087233960628509521e-02 2.071992494165897369e-02 2.059386670589447021e-02 2.049417048692703247e-02 2.042083069682121277e-02 2.037385292351245880e-02 2.035323716700077057e-02 2.035897970199584961e-02 2.039108052849769592e-02 2.044954337179660797e-02 2.053436823189258575e-02 2.064554952085018158e-02 2.078309096395969391e-02 2.094699442386627197e-02 2.113725617527961731e-02 2.135387994349002838e-02 2.159686200320720673e-02 2.186620421707630157e-02 2.216190658509731293e-02 2.248396910727024078e-02 2.283239178359508514e-02 2.320717461407184601e-02 2.360831573605537415e-02 2.403581701219081879e-02 2.448967844247817993e-02 2.496990188956260681e-02 2.547648549079895020e-02 2.600942924618721008e-02 2.656872943043708801e-02 2.715439349412918091e-02 2.776641398668289185e-02 2.840479835867881775e-02 2.906953915953636169e-02 2.976064197719097137e-02 3.047810494899749756e-02 3.122192621231079102e-02 3.199210762977600098e-02 3.278864920139312744e-02 3.361155092716217041e-02 3.446081280708312988e-02 3.533643484115600586e-02 3.623841702938079834e-02 3.716676309704780579e-02 3.812146186828613281e-02 3.910252824425697327e-02 4.010994732379913330e-02 4.114373400807380676e-02 4.220387339591979980e-02 4.329037666320800781e-02 4.440324008464813232e-02 4.554246366024017334e-02 4.670803993940353394e-02 4.789998754858970642e-02 4.911828786134719849e-02 5.036294460296630859e-02 5.163397267460823059e-02 5.293135344982147217e-02 5.425509437918663025e-02 5.560519546270370483e-02 5.698166042566299438e-02 5.838448181748390198e-02 5.981366336345672607e-02 6.126920878887176514e-02 6.275111436843872070e-02 6.425936520099639893e-02 6.579399108886718750e-02 6.735497713088989258e-02 6.894231587648391724e-02 7.055601477622985840e-02 7.219608128070831299e-02 7.386250048875808716e-02 7.555527985095977783e-02 7.727443426847457886e-02 7.901992648839950562e-02 8.079178631305694580e-02 8.259002119302749634e-02 8.441459387540817261e-02 8.626553416252136230e-02 8.814284205436706543e-02 9.004650264978408813e-02 9.197651594877243042e-02 9.393290430307388306e-02 9.591564536094665527e-02 9.792474657297134399e-02 9.996020048856735229e-02 1.020220294594764709e-01 1.041102111339569092e-01 1.062247529625892639e-01 1.083656623959541321e-01 1.105329096317291260e-01
1.911201886832714081e-02 1.871752925217151642e-02 1.834939979016780853e-02 1.800762861967086792e-02 1.769221946597099304e-02 1.740317046642303467e-02 1.714047603309154510e-02 1.690414734184741974e-02 1.669417694211006165e-02 1.651056483387947083e-02 1.635331474244594574e-02 1.622242666780948639e-02 1.611789502203464508e-02 1.603972353041172028e-02 1.598791219294071198e-02 1.596246100962162018e-02 1.596337184309959412e-02 1.599064096808433533e-02 1.604427024722099304e-02 1.612425968050956726e-02 1.623060926795005798e-02 1.636331900954246521e-02 1.652238704264163971e-02 1.670781709253787994e-02 1.691960543394088745e-02 1.715775579214096069e-02 1.742226444184780121e-02 1.771313324570655823e-02 1.803036406636238098e-02 1.837395317852497101e-02 1.874390244483947754e-02 1.914021000266075134e-02 1.956287957727909088e-02 2.001190930604934692e-02 2.048729732632637024e-02 2.098904922604560852e-02 2.151715569198131561e-02 2.207162603735923767e-02 2.265245467424392700e-02 2.325964532792568207e-02 2.389319427311420441e-02 2.455310523509979248e-02 2.523937076330184937e-02 2.595200017094612122e-02 2.669098973274230957e-02 2.745633944869041443e-02 2.824804931879043579e-02 2.906611561775207520e-02 2.991054579615592957e-02 3.078133612871170044e-02 3.167848289012908936e-02 3.260199353098869324e-02 3.355186432600021362e-02 3.452809154987335205e-02 3.553067892789840698e-02 3.655962273478507996e-02 3.761493787169456482e-02 3.869660943746566772e-02 3.980463370680809021e-02 4.093902558088302612e-02 4.209977388381958008e-02 4.328688234090805054e-02 4.450035467743873596e-02 4.574017971754074097e-02 4.700636491179466248e-02 4.829891771078109741e-02 4.961782321333885193e-02 5.096309632062911987e-02 5.233472585678100586e-02 5.373271182179450989e-02 5.515706166625022888e-02 5.660776793956756592e-02 5.808484181761741638e-02 5.958827212452888489e-02 6.111805513501167297e-02 6.267420202493667603e-02 6.425672024488449097e-02 6.586558371782302856e-02 6.750080734491348267e-02 6.916239857673645020e-02 7.085034996271133423e-02 7.256465405225753784e-02 7.430532574653625488e-02 7.607235014438629150e-02 7.786574214696884155e-02 7.968549430370330811e-02 8.153159916400909424e-02 8.340407162904739380e-02 8.530291169881820679e-02 8.722808957099914551e-02 8.917963504791259766e-02 9.115754812955856323e-02 9.316182136535644531e-02 9.519243985414505005e-02 9.724941849708557129e-02 9.933277964591979980e-02 1.014424934983253479e-01 1.035785526037216187e-01 1.057409942150115967e-01 1.079297661781311035e-01
1.492862869054079056e-02 1.455566473305225372e-02 1.420906186103820801e-02 1.388881728053092957e-02 1.359493285417556763e-02 1.332740951329469681e-02 1.308624632656574249e-02 1.287144236266613007e-02 1.268299948424100876e-02 1.252091582864522934e-02 1.238519046455621719e-02 1.227582618594169617e-02 1.219282392412424088e-02 1.213617995381355286e-02 1.210589613765478134e-02 1.210197247564792633e-02 1.212440803647041321e-02 1.217320375144481659e-02 1.224836055189371109e-02 1.234987657517194748e-02 1.247775275260210037e-02 1.263199001550674438e-02 1.281258463859558105e-02 1.301954034715890884e-02 1.325285714119672775e-02 1.351253315806388855e-02 1.379856932908296585e-02 1.411096658557653427e-02 1.444972213357686996e-02 1.481483690440654755e-02 1.520631276071071625e-02 1.562415063381195068e-02 1.606834493577480316e-02 1.653890311717987061e-02 1.703581772744655609e-02 1.755909249186515808e-02 1.810872927308082581e-02 1.868472620844841003e-02 1.928708329796791077e-02 1.991579681634902954e-02 2.057087421417236328e-02 2.125230990350246429e-02 2.196010574698448181e-02 2.269426174461841583e-02 2.345477789640426636e-02 2.424165233969688416e-02 2.505488879978656769e-02 2.589448168873786926e-02 2.676044031977653503e-02 2.765275537967681885e-02 2.857143059372901917e-02 2.951646596193313599e-02 3.048786520957946777e-02 3.148561716079711914e-02 3.250973671674728394e-02 3.356020897626876831e-02 3.463704884052276611e-02 3.574024140834808350e-02 3.686979785561561584e-02 3.802571445703506470e-02 3.920799493789672852e-02 4.041662067174911499e-02 4.165162518620491028e-02 4.291298240423202515e-02 4.420069232583045959e-02 4.551477357745170593e-02 4.685520380735397339e-02 4.822200164198875427e-02 4.961515963077545166e-02 5.103467032313346863e-02 5.248054862022399902e-02 5.395277962088584900e-02 5.545138567686080933e-02 5.697633698582649231e-02 5.852764844894409180e-02 6.010532006621360779e-02 6.170936301350593567e-02 6.333975493907928467e-02 6.499651074409484863e-02 6.667963415384292603e-02 6.838910281658172607e-02 7.012493163347244263e-02 7.188714295625686646e-02 7.367568463087081909e-02 7.549060136079788208e-02 7.733188569545745850e-02 7.919951528310775757e-02 8.109351247549057007e-02 8.301387727260589600e-02 8.496057987213134766e-02 8.693365752696990967e-02 8.893310278654098511e-02 9.095890074968338013e-02 9.301104396581649780e-02 9.508955478668212891e-02 9.719444066286087036e-02 9.932567924261093140e-02 1.014832705259323120e-01 1.036672294139862061e-01 1.058775410056114197e-01
